time	V(dac_out)	V(after_filter)
2.915301622246120e-05	2.871094e+00	2.764872e+00
2.926479915751426e-05	2.871094e+00	2.766360e+00
2.937658209256732e-05	2.871094e+00	2.767823e+00
2.948836502762038e-05	2.871094e+00	2.769261e+00
2.960014796267344e-05	2.871094e+00	2.770673e+00
2.971193089772650e-05	2.871094e+00	2.772060e+00
2.981114267429017e-05	2.871094e+00	2.773146e+00
2.991035445085384e-05	2.871094e+00	2.774238e+00
3.000956622741750e-05	2.871094e+00	2.775338e+00
3.010877800398117e-05	2.871094e+00	2.776444e+00
3.020798978054483e-05	2.871094e+00	2.777557e+00
3.030720155710850e-05	2.871094e+00	2.778677e+00
3.040641333367217e-05	2.871094e+00	2.779804e+00
3.046095216581608e-05	2.876450e+00	2.780446e+00
3.050585832517853e-05	2.885539e+00	2.780979e+00
3.055466750330300e-05	2.890625e+00	2.781570e+00
3.065242301462968e-05	2.890625e+00	2.782839e+00
3.075017852595638e-05	2.890625e+00	2.784117e+00
3.084793403728306e-05	2.890625e+00	2.785403e+00
3.094568954860975e-05	2.890625e+00	2.786698e+00
3.104344505993644e-05	2.890625e+00	2.788001e+00
3.114120057126313e-05	2.890625e+00	2.789312e+00
3.123895608258982e-05	2.890625e+00	2.790632e+00
3.124169880510017e-05	2.890625e+00	2.790666e+00
3.125442725098559e-05	2.890625e+00	2.790828e+00
3.126879746685973e-05	2.890625e+00	2.791008e+00
3.127726008333199e-05	2.890625e+00	2.791113e+00
3.128736358594279e-05	2.890625e+00	2.791240e+00
3.128832585901570e-05	2.890625e+00	2.791251e+00
3.128992964747057e-05	2.890625e+00	2.791271e+00
3.129185419361641e-05	2.890625e+00	2.791293e+00
3.129955237819975e-05	2.890625e+00	2.791386e+00
3.130663861737720e-05	2.890625e+00	2.791473e+00
3.131372485655464e-05	2.890625e+00	2.791559e+00
3.132081109573208e-05	2.890625e+00	2.791644e+00
3.132789733490952e-05	2.890625e+00	2.791729e+00
3.133498357408697e-05	2.890625e+00	2.791813e+00
3.134206981326441e-05	2.890625e+00	2.791896e+00
3.134915605244185e-05	2.890625e+00	2.791979e+00
3.136072008521319e-05	2.890625e+00	2.792118e+00
3.137319911750018e-05	2.890625e+00	2.792267e+00
3.138798797815906e-05	2.890625e+00	2.792434e+00
3.139337800065085e-05	2.890625e+00	2.792498e+00
3.139727529081498e-05	2.890625e+00	2.792544e+00
3.140968905675658e-05	2.890625e+00	2.792686e+00
3.142210282269817e-05	2.890625e+00	2.792826e+00
3.143451658863977e-05	2.890625e+00	2.792966e+00
3.144693035458136e-05	2.890625e+00	2.793104e+00
3.145934412052296e-05	2.890625e+00	2.793242e+00
3.147175788646456e-05	2.890625e+00	2.793378e+00
3.148417165240615e-05	2.890625e+00	2.793512e+00
3.155589845004465e-05	2.890625e+00	2.794268e+00
3.162762524768314e-05	2.890625e+00	2.795029e+00
3.169935204532163e-05	2.890625e+00	2.795795e+00
3.177107884296011e-05	2.890625e+00	2.796567e+00
3.184280564059860e-05	2.890625e+00	2.797345e+00
3.191453243823709e-05	2.890625e+00	2.798128e+00
3.198625923587559e-05	2.890625e+00	2.798917e+00
3.204895289981084e-05	2.896230e+00	2.799641e+00
3.209549410770206e-05	2.905003e+00	2.800193e+00
3.214750272220099e-05	2.910156e+00	2.800826e+00
3.223430992813056e-05	2.910156e+00	2.801957e+00
3.232111713406013e-05	2.910156e+00	2.803107e+00
3.240792433998970e-05	2.910156e+00	2.804274e+00
3.249473154591926e-05	2.910156e+00	2.805460e+00
